10.1997, 1.03377, 0.952565, 1.02809, 0.894803, 0.896544, 0.498738, 0.262671, -0.203352, 0.256678, -0.231742, 0.208817, -0.000372094, 
30.8724, 2.23383, 2.45747, 2.51221, 2.34386, 2.22479, 1.93631, 1.36715, 1.03444, 0.550289, 0.406364, 0.141145, -0.000626652, 
34.0178, 1.93733, 2.1668, 2.2772, 2.23874, 2.06054, 1.77852, 1.40054, 0.97685, 0.63864, 0.323602, 0.0989152, -0.000558558, 
33.1973, 1.77521, 1.8917, 1.91632, 1.83326, 1.67024, 1.45087, 1.16183, 0.892108, 0.605471, 0.358486, 0.156851, -0.00047008, 
30.0154, 1.72973, 1.79199, 1.77623, 1.66562, 1.47302, 1.22296, 0.973353, 0.734012, 0.511289, 0.315309, 0.134832, -0.000266864, 
35.0459, 0.882919, -0.209123, 0.695693, 0.152637, 1.38596, -1.71644, 0.509103, 0.357676, 0.0764949, -0.150026, -0.0795095, 0.000347066, 
35.5748, 0.552663, 0.193725, 1.70217, -0.280189, 0.99744, -1.82963, 0.598249, 0.0222771, 0.394829, -0.201408, -0.0171392, 0.00014705, 
37.1518, 0.735269, 0.134395, 1.87045, 0.166196, 2.77612, -0.210011, 0.831725, 1.07932, 1.06637, 0.186574, 0.000775407, 0.000600866, 
38.4418, 1.6174, -0.742906, -0.0571827, 1.20661, 3.55305, 0.364411, 1.21155, 0.937385, 0.629159, -0.233703, 0.0277266, -0.000188773, 
40.4909, 2.44086, 0.590524, -0.578753, 1.182, 2.65949, 1.08866, 1.42546, 1.51169, 0.54256, 0.0803911, -0.134116, 0.000281916, 
40.9234, 2.49963, 0.928786, -0.0233819, 1.63661, 2.59559, 1.54904, 1.68338, 1.5237, 0.534935, -0.12621, -0.193578, -1.56239e-005, 
40.5428, 2.10072, 1.11856, 0.2341, 1.46451, 3.1188, 1.5678, 2.071, 1.00686, 0.302516, -0.0762885, -0.179506, -0.000415863, 
39.9849, 1.78918, 1.22669, 0.553773, 1.20275, 2.83767, 1.44979, 2.21036, 1.01714, 0.522163, 0.0073835, -0.337181, -0.000291905, 
39.5212, 1.91651, 0.791624, 0.211448, 1.28422, 3.11753, 1.11789, 1.82605, 1.15787, 0.578457, -0.0581212, -0.350176, -5.87176e-005, 
40.2203, 1.96048, 0.578367, 0.0205309, 1.98382, 2.63983, 0.745512, 1.62242, 1.3355, 0.846834, -0.212425, -0.262245, -0.000122042, 
40.531, 2.17699, 1.1996, 0.976352, 1.60459, 2.55214, 0.790591, 0.858821, 1.71799, 0.987778, 0.101504, -0.302073, 0.000434498, 
38.618, 1.51518, 0.463003, 1.84804, 0.39213, 2.51934, 0.349081, 0.921784, 1.03532, 1.73346, 0.222597, -0.141343, -7.44079e-005, 
35.1256, 1.26482, 0.239444, 1.15786, -1.35657, 2.4107, 2.03855, 1.28441, -0.0599769, 0.744365, 0.192607, 0.191012, -0.000165576, 
38.0893, 1.70099, 0.588914, 2.16947, -1.36518, 1.79379, 1.42982, 1.06582, 0.00136068, 0.489756, 0.616341, 0.0013122, -6.27956e-005, 
41.4257, 2.88737, 2.02276, 1.41205, 1.60298, 1.99854, 1.64454, 0.952036, 0.72231, 0.337202, -0.116131, -0.0189057, 8.23088e-005, 
41.3779, 2.42387, 2.28521, 1.76853, 1.84168, 1.83525, 1.40569, 1.01016, 0.594234, 0.0816148, -0.0954407, -0.0255136, 0.00020738, 
42.3934, 2.0707, 2.11494, 2.42476, 2.11024, 1.07594, 0.954692, 0.843028, -0.151943, -0.398597, 0.0244342, 0.00985017, 0.000524642, 
41.7013, 2.11798, 2.20431, 2.45381, 2.09994, 1.19413, 0.977908, 0.69107, -0.164776, -0.398135, -0.123083, -0.0324537, 0.000638668, 
39.7768, 2.23965, 2.25393, 2.61264, 2.36385, 1.0234, 0.762645, 0.967029, -0.190994, -0.833315, -0.206766, -0.00630231, 0.000808688, 
38.3284, 2.00125, 1.95514, 2.42458, 2.19344, 0.850751, 0.631457, 0.821275, -0.29388, -0.846936, -0.208513, -0.0806214, 0.000965305, 
36.9838, 1.97681, 2.07404, 1.84736, 1.64291, 1.27485, 0.637127, 0.191153, -0.012791, -0.258568, -0.341878, -0.177324, 0.000730253, 
32.4092, 2.31519, 2.68299, 2.65628, 2.33611, 1.76855, 1.08202, 0.489862, 0.0626032, -0.154104, -0.140487, -0.043793, 0.000452883, 
29.7876, 2.00552, 2.24989, 2.23838, 2.01969, 1.61576, 1.13742, 0.622919, 0.261148, -0.0112909, -0.0936151, -0.0632756, 0.000277591, 
